,text
33443,🙏International solidarity🙏🚨94 countries offered their support🌎51 countrie’s rescue teams working on the ground✈️22 countries teams are on the way to reach 10 cities affected from ✈️3554 foreign volunteers are on the way.🇹🇷   
33444,"(SMART) Malaysian Rescue 🇲🇾🇹🇷has developed 70 personnel from 3 agencies to aid in the search and rescue (SAR) mission in Turkiye, following a devastating earthquake which has claimed more than 1,500 lives.      "
33445,   😔🤲🏻🇹🇷 amiiin 
33446,Hungary...saved a 1.5-year-old baby. We are grateful. We will never forget your kindness🙏     
33447,"VIDEO: Death toll in Turkey, Syria earthquake surpasses 16,000  "
33448,Turkey After earthquake 🥺💔       
33449,"Other than the 2 rescue teams,  also sends to  5 planes full of humanitarian aid. In a highly symbolic move, the Greek Minister of Civil Protection  is the head of the mission and was welcomed by the Turkish authorities in   "
33450,Huge respect for the Sikh Community!! They always come forward to serve the needy!❤️  
33451,Thousands of people have been left homeless. People are now living on streets or a makeshift accommodations.  gets us all the details from ground zero      
33452,🇮🇳🙏🇹🇷🇸🇾      Starts Relief Rescue Medical Ops On War Scale In  While 🇵🇰  Trends   With No Real Help On Ground     
33455,  Supreme God Kabir Sahib ji's maghar Leela No body was found.😍😍😍😍😍😍 
33456,All those people are my heros these days. Saving people and companions all day and night.    
33457, 's mobile medical facilities for the victims of   PC:       
33458, ( M2.8 strikes 29 km E of  ( 11 min ago. More info: 
33459,"Turkiye was hit with a series of massive earthquakes, perhaps tens of thousands dead, many more trapped under rubble, hundreds of thousands in need in freezing cold. Please don't forget to donate to charities. Please don't ignore it and help.     "
33460,Kahramanmaras 12 february stadium. The shelter of the people who survived the wreckage. My country is experiencing a great disaster and we are holding on with all our strength 🙏🇹🇷   
33461,Dear friends and colleaguesPlease donate to earthquake victims 1- 2-  2- Every bit will make huge difference due to harsh winter and economic conditions. 
33462,Rescue team of  rescued 12 years old boy from the rubble of a building collapsed in    
33463,"🙏 The combined reported death toll from the disaster in  and neighbouring  "" the world's deadliest earthquake in more than a decade has risen past 18,000    "
33464,Part 1   
33465, has caused thousands of deaths and India has joined in the international efforts for aid under the aegis of On 'The India Story' with  we track India's long standing relationship with Turkey.Full show:  
33466,The Devastating Aftermath of the Turkey-Syria Earthquake: A Guide to Online Donations    
33467,"Believe on Allah..!Nobody notices your pain, everyone notices your mistakes. But Allah sees your pain, your every cry, your depression, frustrating, your failure. So just tell to Allah, cry to Allah.! Because only Allah cares.May Allah forgive usPray for "
33468,Felaket 🌗🌗🌗••~                           
33469,Gets a lump in your throat! Besides the reaction of the child see the response of grown up men!!    
33470,Urgent call to action for  The earthquake in Turkey has caused widespread devastation with thousands of lives lost. Your support can make a difference. Please join us in helping the affected communities.     $eth 
33471,"I feel very sad about what happened in Turkey and Syria, I wish safety to all .Good to see❤️          "
33472,"Tuba along with many other celebrities continue to use their social media platforms to advocate for those in need, too bad there is a toxic group of jealous haters who instead of supporting their fav or supporting the cause they prefer to attack these humanitarians  😢"
33473,Part 2   
33474,"I would like to express my endless gratitude and thanks to all the countries that stand by and support our country in this difficult day, especially my hometown Bulgaria!  "
33475,Pray for turkey and siria   
33476, announced that search and rescue operations in  have been completed and teams have been dispatched to other provinces.     
33477,"Hey  A very serious earthquake with a magnitude of 7.8 occurred in Turkey and Syria.  Thousands of buildings were destroyed, thousands of people died.  When I heard that Messi helped, I thought of you. Help us  "
33478,A brave child “Abdul Hakim” from Syria helps volunteers to save his life from under the rubble of his house.              
33479,"Baby rescued from rubble 68 hours after  Amid fading hopes of finding survivors, rescue workers pulled a baby alive from the debris in the Turkish city of HatayRescuers say that the baby, named Helen, is in good health &amp; under supervision of medical units. "
33480,The silence is heartbreaking 💔   
33481,"Despite economic hardships at home, Pakistan reaches out to help Syria and Turkey in their hour of need. Hope and pray that joint  efforts would continue till recovery from disaster situation.   "
33482,"If you want to help Turkey, here are some official websites to donate. Even the smallest amount matters a lot 🙏 donation-accounts         Copyright World "
33483,Please donate because it won't be easy to heal our wounds 🙏🏻   
33484,İdam ! ! !    
33485, İbrahim Çelikkol Who are in a group of volunters who help people in small village where help has not yet arrived   
33486,"The same people our government ran its propaganda to convince us that we are enemies. Greeks, Israelis, Armenians, everyone that our government told us were our enemies are here to save us. All while our government is nowhere to be found.  "
33487," Bonjour RIitta, the main thing is international solidarity without barriers and the help of each of us even if it seems minimal ...   🇹🇷 🇸🇾 🙏🙏"
33488,"Greece responds to friends, not to enemies ❣️               𝓗𝓮𝓻𝓬𝓾𝓵𝓮𝓼   💎  "
33489,"World famous Indian sand artist Sudarsan Pattnaik   creates sand art with message ""Join Hands to Save The  Victims"" at Odisha Puri beach in India.          "
33490,"""Our public organizations are also providing support.  has already launched a major initiative. All the possibilities of the  all the people working under the Foundation have already joined this aid campaign"".    "
33491,"Hate speech by pro-government  MPs: ""The only good Turk is a dead Turk"". The odious statement came amidst  sending rescuers to help search &amp; rescue work in Turkish quake-torn regions      "
33492,Read-  An old video of Japan building collapsing is getting viral as the earthquake in  Report Link:  
33493, And many others who not made any publicity because are in the field help people   
33494, ( M2.9 strikes 22 km NE of  ( 8 min ago. More info: 
33495,"Really hard times and days we are in to..Any help you want to do, please contact with me for  🇹🇷🙏🏻❤️Thank you again for your kindly messages..     "
33496,Now that's a great initiative by the private sector:  the flag carrier airline of  will cover 25% of the total cost of the humanitarian aid that  is sending to  The aid will be transferred with 5 planes of the Aegean fleet 
33497,"Tuba knows that this action may cause her to lose some IG international followers, let’s face it some people do not want to hear about the same Call for Help  message 24/7 but she did it anyway, because she is real and this cause is real and important to her 🙏🏼❤️‍🩹🇺🇸"
33498,🙏🏻pray for Tarkey ❤️ 😭😭😭😭 
33499,An emotional reminder to always appreciate what we have and cherish our moments together.        
33500, ( M2.6 strikes 21 km NE of  ( 10 min ago. More info: 
33501,"WE NEED YOUR HELP! HOW TO HELP TURKEY? You can donate to our country using the links below. Remember that 1$ and 1€ are equal to 20₺, so even the smallest donation will help us a lot. You can spread this tweet to reach people who can donate   "
33502,Frank Hoogerbeets had predicted a strong earthquake for South Asia.Read More:    
33503," on  Turkey's death toll has risen to 12,873 overnight, from 12,391 late on Wednesday, the country's disaster agency said. ""People are dying every second.""      "
33504,"We are looking for my sister in law, she was rescued from Adiyaman but sent to another hospital and possibly city    "
33505,"The search and rescue teams in  managed to rescue 60-year-old Meral Nakır, who was on the first floor of a 6-storey building, alive after 77 hours after the trained  'Köpük' reacted.     "
33506, | The Telegraph's editorial on the earthquakes in Turkey and Syria       
33507,"Earthquake hit me hard, my house is most likely safe but we still cannot go in. And new ghost song dropped as i was sleeping 😭i  like  it  a lot, i wanted to draw gore because  of  the  things i experienced so i will draw fan art  sometime  soonstay  safe  everyone  "
